meijer_ton_yr,calibrated_ton_yr,calibrated_lower,calibrated_upper,ratio_meijer_calib,rank_meijer,rank_calibrated,rank_change,lat,lon
0.144773,1.1123710031334921,0.30704373947415703,4.598806072354247,0.1301481246743954,29257,29257,0,-19.51041666712689,169.46041666665678
0.142457,1.0996773772982122,0.30270612725987406,4.55856899833273,0.12954435813711232,29386,29386,0,-19.457083331613774,169.22166666665703
0.190002,1.3498228344915486,0.3902718216600952,5.333169003905284,0.14076069477041406,27490,27490,0,-19.38791666499509,169.24916666665706
0.199282,1.396417722954886,0.4070411899911046,5.473571899808163,0.14270944626677312,27177,27177,0,-19.077083333782184,178.10624999999004
0.295152,1.846758373661715,0.5759671087482181,6.7784116162018275,0.15982166601187714,24661,24661,0,-19.077083333782184,178.11374999998975
0.278626,1.772561136649189,0.5473376711459573,6.569266260860162,0.157188372372142,25027,25027,0,-19.077083333782184,178.11708333332342
0.378571,2.204664838446831,0.7149281386988466,7.760155845877445,0.17171362893722217,23086,23086,0,-18.259583333760645,178.0029166666567
0.36729,2.1577071820479676,0.6965292509187462,7.634497417926548,0.17022235595999183,23268,23268,0,-18.25958333376053,178.0545833333233
5.71634,15.218741809355503,7.425849099113769,33.2318674996634,0.375611865396518,8878,8878,0,-18.2587500004272,178.1537499999897
0.378161,2.2029653250432686,0.7142607835422106,7.75575676825613,0.17165998742743377,23096,23096,0,-18.2562500004272,177.87374999998974
0.25008,1.641321288804614,0.49741460065289256,6.194181178767557,0.15236504985695706,25685,25685,0,-18.2562500004272,177.93708333332324
0.96359,4.286456499635213,1.5968250319771566,12.653041930527847,0.22479873529149397,17531,17531,0,-18.2562500004272,178.06791666665652
1.13606,4.819357059960881,1.837132614711053,13.81322865862089,0.2357285392772333,16621,16621,0,-18.251250000427035,177.8687499999902
0.108718,0.9072521191441124,0.2384852262349425,3.93508513476378,0.11983218083035493,31246,31246,0,-18.23791666709343,177.82624999998984
0.487821,2.64062434281821,0.8895331587976929,8.861183395428336,0.18473699272171837,21506,21506,0,-18.22958333375982,177.78374999999016
0.251081,1.6459940774130672,0.4991759234609342,6.207654541660858,0.15254064607244056,25649,25649,0,-18.21375000042616,177.72874999998976
0.397221,2.2814222293818123,0.745180970888475,7.957914860715298,0.1741111289634595,22795,22795,0,-18.202916667092552,177.69291666665663
0.300301,1.869629070651947,0.5848240992545974,6.842476917686757,0.16062063043087144,24550,24550,0,-18.197916667092443,178.20041666665668
1.18747,4.973571325282754,1.9076808691924567,14.161480293113296,0.23875600093711147,16373,16373,0,-18.184583333758667,178.24708333332342
0.468413,2.565421937601831,0.8589474270146491,8.674915652920074,0.18258711876373632,21741,21741,0,-18.182916667091888,177.6079166666567
0.612469,3.104818859461248,1.0822615845531791,9.981724195545851,0.19726400402833047,20147,20147,0,-18.177083333758446,177.59458333332327
0.111727,0.9250517259648601,0.24429914905194933,3.993960018311414,0.12077919197811883,31040,31040,0,-18.17541666709178,178.2512499999899
18.6777,35.34454800230372,20.590158222087766,64.01054051435722,0.528446424008099,4811,4811,0,-18.171250000425005,177.51874999998995
0.146804,1.123454471757615,0.31084085448161786,4.6338512633851625,0.13067196196240066,29158,29158,0,-18.169583333758283,177.5404166666567
0.379739,2.209503472606181,0.716828740085896,7.772675417391992,0.17186621551315578,23070,23070,0,-18.16625000042484,177.46958333332338
13.7052,28.356142220650373,15.641330431397389,53.63647146311834,0.4833238560222477,5711,5711,0,-18.150416667091065,178.4512499999903
0.154933,1.1673815270702443,0.3259777124499123,4.77195932079386,0.13271839275102498,28820,28820,0,-18.148750000424343,178.29291666665654
64.8704,85.73102597762376,57.523950271839176,128.80514232243394,0.7566735526637872,2138,2138,0,-18.1429166670909,178.52374999998983
2.39117,8.184777166084821,3.4722327053132815,20.99150401432213,0.29214845456126365,12758,12758,0,-18.132083333757407,177.4187499999898
0.267627,1.7224749837748983,0.5281751356874583,6.42691864612375,0.15537351922144074,25268,25268,0,-18.131250000423847,177.40291666665644
43.5376,64.54904233099188,41.54962732424208,102.48369098143925,0.6744887054520454,2835,2835,0,-18.13125000042396,178.46708333332344
