lon,lat
151.2304166666579,-10.136250000223924
150.2404166666579,-10.13458333355726
148.03791666665825,-10.132083333557093
148.70874999999148,-10.129583333557092
148.297916666658,-10.12875000022376
148.30208333332462,-10.12625000022365
148.14124999999126,-10.114583333556707
151.04124999999112,-10.114583333556707
151.23791666665807,-10.112083333556598
150.11374999999146,-10.10791666688982
151.23874999999111,-10.108333334216468
150.10374999999124,-10.096250000222994
148.20708333332504,-10.093750000222826
151.24791666665794,-10.089583333556106
150.02083333332473,-10.077916670090076
151.26624999999126,-10.062083333555506
147.82624999999132,-10.058750000222062
147.8204166666584,-10.057083333555395
123.76208333332568,-10.052916666888509
151.1204166666579,-10.041250000221568
148.2212499999913,-10.040416666888175
150.95374999999126,-10.038750000221455
148.19958333332465,-10.036250000221456
147.71208333332493,-10.027916666887847
151.07791666665798,-10.02125000022113
149.87916666665797,-10.015416670098205
123.70124999999246,-10.014583333554242
124.5887499999925,-9.99916666753927
123.58916666510312,-9.99166666655401
151.28958333332457,-9.989583333553696
151.0329166666579,-9.98041666688681
149.85374999999135,-9.979583333553364
151.031666666658,-9.97791667010307
149.84458333332475,-9.974583333553198
149.84416666821448,-9.97166666655096
150.95624999999131,-9.96625000021976
150.9529166666581,-9.96208333355304
149.82708333332505,-9.952916666886097
124.655416666659,-9.947916666885988
151.1887499999914,-9.939583333552548
123.58624999999245,-9.936250000219104
160.60541666665767,-9.935416666885658
151.21374999999148,-9.934583333552382
160.63208333332432,-9.93375000021905
160.63583333176769,-9.930833333211297
151.27541666665795,-9.929583333552216
151.0183333333248,-9.923750003443216
160.65083333176767,-9.923333333210168
119.8254166666593,-9.920416666885444
160.6604166666575,-9.918750000218608
147.57041666665805,-9.917916666885276
160.54874999999106,-9.914166667531106
160.54041666665762,-9.910416666884998
149.79791666665812,-9.906250000218392
120.6854166666592,-9.902500000863256
160.73541666665756,-9.901250000218226
160.50624999999127,-9.89708333355145
123.64124999999262,-9.89625000021806
119.76874999999268,-9.895416666884785
160.4279166666577,-9.89500000086258
150.9654166666578,-9.89208333355134
124.74041666665914,-9.886250000217842
150.95874999999137,-9.886250000217842
120.66208333332622,-9.875416666884291
149.73750000154837,-9.862499999867625
147.51374999999143,-9.847083333550188
124.76624999999252,-9.84458333355019
149.71291666665795,-9.841250000216746
123.66958333332582,-9.838750000216692
160.81291666665766,-9.835416666883248
149.7120833333247,-9.832916666883136
160.07124999999087,-9.825416666882916
123.66958333332582,-9.818750000216312
149.7112499999912,-9.818750000216312
160.09708333332435,-9.818750000216198
160.1604166666575,-9.817916666882924
159.99541666665755,-9.817083333549476
160.3345833333242,-9.813750000216146
160.0170833333243,-9.812916666882757
160.20624999999086,-9.812916666882757
160.30291666665744,-9.811250000216036
160.80541666665772,-9.811250000216036
120.6279166666593,-9.81041666688276
149.71374999999125,-9.810416666882702
160.24291666665772,-9.808750000216037
160.26208333332454,-9.807916666882704
147.51291666665804,-9.805416666882593
159.9745833333244,-9.805416671573768
149.735416666658,-9.801250000215816
159.84458333332418,-9.797083333549097
160.79624999999078,-9.795416666882376
124.82291666665924,-9.776250000215157
149.86124999999151,-9.77291666688177
150.8320833333246,-9.771250000215048
149.91458333332457,-9.764583333548272
159.78874999999107,-9.76041666688144
119.3529166666592,-9.759583333548107
119.41791666665938,-9.758750000214832
119.33958333332612,-9.75708333354811
119.5037499999928,-9.753750000214666
119.24291666665933,-9.742083333547724
123.68208333332586,-9.742500000847826
119.46624999999278,-9.74041666688089
150.8220833333246,-9.739583333547614
120.59958333332588,-9.737916666881006
124.84708333332571,-9.737916666881006
